  6013.50977  0.999431908
  6013.52002  0.999431372
  6013.52979  0.999432206
  6013.54004  0.999431908
  6013.5498  0.999430656
  6013.56006  0.999431133
  6013.56982  0.999430835
  6013.58008  0.999430358
  6013.58984  0.99943012
  6013.6001  0.999429882
  6013.60986  0.999429822
  6013.62012  0.999429286
  6013.62988  0.999429226
  6013.64014  0.999429464
  6013.6499  0.999429405
  6013.66016  0.999429405
  6013.66992  0.99942863
  6013.68018  0.999427855
  6013.68994  0.999428749
  6013.7002  0.999428511
  6013.70996  0.999428391
  6013.72021  0.999427855
  6013.72998  0.999427497
  6013.74023  0.999427497
  6013.75  0.999427974
  6013.75977  0.999427259
  6013.77002  0.999427497
  6013.77979  0.999426544
  6013.79004  0.999426603
  6013.7998  0.999426842
  6013.81006  0.999426603
  6013.81982  0.999425888
  6013.83008  0.999426484
  6013.83984  0.999426484
  6013.8501  0.999425411
  6013.85986  0.999425173
  6013.87012  0.999425411
  6013.87988  0.999424517
  6013.89014  0.999424875
  6013.8999  0.999424398
  6013.91016  0.999424398
  6013.91992  0.999424338
  6013.93018  0.99942416
  6013.93994  0.999424279
  6013.9502  0.999423742
  6013.95996  0.999423802
  6013.97021  0.999423504
  6013.97998  0.999422789
  6013.99023  0.999422193
  6014.  0.999422431
  6014.00977  0.999422908
  6014.02002  0.999422133
  6014.02979  0.999422193
  6014.04004  0.999421835
  6014.0498  0.999421537
  6014.06006  0.999421895
  6014.06982  0.999421537
  6014.08008  0.999421895
  6014.08984  0.999421358
  6014.1001  0.999421418
  6014.10986  0.999420762
  6014.12012  0.999420524
  6014.12988  0.999420822
  6014.14014  0.999420345
  6014.1499  0.999420464
  6014.16016  0.999419749
  6014.16992  0.999420166
  6014.18018  0.999420047
  6014.18994  0.999419749
  6014.2002  0.999419868
  6014.20996  0.99941951
  6014.22021  0.999418557
  6014.22998  0.999418437
  6014.24023  0.999418378
  6014.25  0.999418795
  6014.25977  0.999418557
  6014.27002  0.999418139
  6014.27979  0.999417841
  6014.29004  0.999417841
  6014.2998  0.999417722
  6014.31006  0.999418378
  6014.31982  0.999418437
  6014.33008  0.999417603
  6014.33984  0.999418259
  6014.3501  0.999417245
  6014.35986  0.999416769
  6014.37012  0.999417186
  6014.37988  0.999417782
  6014.39014  0.999416709
  6014.3999  0.999417305
  6014.41016  0.999417007
  6014.41992  0.999416769
  6014.43018  0.99941653
  6014.43994  0.999417067
  6014.4502  0.999416173
  6014.45996  0.999416113
  6014.47021  0.999416232
  6014.47998  0.999415874
  6014.49023  0.999416351
  6014.5  0.999416053
  6014.50977  0.999415696
  6014.52002  0.999415815
  6014.52979  0.999416173
  6014.54004  0.999415517
  6014.5498  0.999415874
  6014.56006  0.999416173
  6014.56982  0.999416053
  6014.58008  0.999415636
  6014.58984  0.999415517
  6014.6001  0.999415338
  6014.60986  0.999415338
  6014.62012  0.99941498
  6014.62988  0.9994151
  6014.64014  0.999414742
  6014.6499  0.999414742
  6014.66016  0.999414802
  6014.66992  0.999414861
  6014.68018  0.99941498
  6014.68994  0.999414742
  6014.7002  0.999415338
  6014.70996  0.999414742
  6014.72021  0.999414563
  6014.72998  0.999414861
  6014.74023  0.999414027
  6014.75  0.999413967
  6014.75977  0.999414206
  6014.77002  0.999414325
  6014.77979  0.999414027
  6014.79004  0.999413669
  6014.7998  0.999413669
  6014.81006  0.999414206
  6014.81982  0.99941361
  6014.83008  0.999413252
  6014.83984  0.999413252
  6014.8501  0.999413431
  6014.85986  0.99941361
  6014.87012  0.99941349
  6014.87988  0.999413431
  6014.89014  0.99941349
  6014.8999  0.999413669
  6014.91016  0.99941349
  6014.91992  0.999413252
  6014.93018  0.999413133
  6014.93994  0.999413371
  6014.9502  0.99941349
  6014.95996  0.999413371
  6014.97021  0.999413371
  6014.97998  0.999413729
  6014.99023  0.99941349
  6015.  0.999413669
  6015.00977  0.999413669
  6015.02002  0.99941349
  6015.02979  0.999413908
  6015.04004  0.999414325
  6015.0498  0.999414206
  6015.06006  0.999413967
  6015.06982  0.999413729
  6015.08008  0.999414146
  6015.08984  0.999413788
  6015.1001  0.999413431
  6015.10986  0.999414206
  6015.12012  0.999413967
  6015.12988  0.999413967
  6015.14014  0.999413371
  6015.1499  0.99941349
  6015.16016  0.999413729
  6015.16992  0.999413788
  6015.18018  0.999413788
  6015.18994  0.999413788
  6015.2002  0.999414265
  6015.20996  0.999414742
  6015.22021  0.999414742
  6015.22998  0.999414504
  6015.24023  0.999414444
  6015.25  0.999414802
  6015.25977  0.999414623
  6015.27002  0.999414802
  6015.27979  0.999414504
  6015.29004  0.999414265
  6015.2998  0.9994151
  6015.31006  0.999414802
  6015.31982  0.999415278
  6015.33008  0.999415517
  6015.33984  0.999415576
  6015.3501  0.999415576
  6015.35986  0.999415696
  6015.37012  0.999415398
  6015.37988  0.999416053
  6015.39014  0.999415934
